,Name,Y0,X0,Y1,X1,Confidence,Class
1238,r_118_11,0,0,124,83,1.00,single
1239,r_118_12,0,3,124,89,1.00,single
1240,r_118_13,4,7,111,106,1.00,single
1241,r_118_14,5,3,117,78,1.00,single
1242,r_118_15,1,4,125,77,1.00,single
1243,r_118_16,3,3,121,93,1.00,single
1244,r_118_17,0,2,111,74,0.98,single
1245,r_118_18,0,3,131,82,1.00,single
1246,r_118_19,6,3,116,85,1.00,single
1247,r_118_20,0,10,122,78,1.00,single
1248,r_119_01,11,5,101,71,1.00,single
1249,r_119_02,3,5,91,50,0.63,single
1250,r_119_03,2,3,121,74,1.00,single
1251,r_119_04,2,2,126,62,1.00,single
1252,r_119_05,4,1,122,72,1.00,single
1253,r_119_06,0,3,124,93,1.00,single
1254,r_119_07,3,3,125,52,1.00,single
1255,r_119_08,26,3,121,66,1.00,single
1256,r_119_09,4,4,126,71,1.00,single
1257,r_119_10,13,10,113,57,0.99,single
1258,r_119_11,4,6,121,67,1.00,single
1259,r_119_12,0,2,131,47,1.00,single
1260,r_119_13,4,0,116,103,1.00,single
1261,r_119_14,0,7,119,90,1.00,single
1262,r_119_15,3,2,126,60,1.00,single
1263,r_119_16,4,2,114,74,1.00,single
1264,r_119_17,2,0,126,66,1.00,single
1265,r_119_18,1,0,119,61,1.00,single
1266,r_119_19,6,7,121,64,1.00,single
1267,r_119_20,1,3,126,56,1.00,single
1268,r_119_21,1,6,122,75,1.00,single
1269,r_119_22,2,0,129,65,1.00,single
1270,r_119_23,18,3,122,76,1.00,single
1271,r_119_24,21,2,123,58,1.00,single
1272,r_119_25,6,3,122,60,1.00,single
1273,r_119_26,0,3,131,57,1.00,single
1274,r_119_27,6,0,122,61,1.00,single
1275,r_120_01,15,17,112,88,1.00,single
1276,r_120_02,0,0,133,58,1.00,single
1277,r_120_03,11,10,92,95,1.00,single
1278,r_120_04,13,11,115,73,0.98,single
1279,r_120_05,3,3,127,82,1.00,single
1280,r_120_06,7,13,114,121,0.99,single
1281,r_120_07,6,6,125,81,1.00,single
1282,r_120_08,12,8,109,80,1.00,single
1283,r_120_09,5,23,123,86,0.98,single
1284,r_120_10,11,0,114,66,1.00,single
1285,r_120_11,8,3,119,93,0.99,single
1286,r_120_12,10,12,129,67,0.99,single
1287,r_122_01,6,0,125,75,1.00,single
1288,r_122_02,4,1,121,64,1.00,single
1289,r_122_03,8,4,118,54,1.00,single
1290,r_122_04,4,2,119,71,1.00,single
1291,r_122_05,4,0,125,83,1.00,single
1292,r_122_06,11,12,124,73,1.00,single
1293,r_122_07,4,11,110,83,1.00,single
1294,r_122_08,10,10,119,73,1.00,single
1295,r_123_01,4,11,115,58,1.00,single
1296,r_123_02,0,7,131,51,1.00,single
1297,r_123_03,4,5,133,76,1.00,single
1298,r_123_04,8,1,123,67,1.00,single
1299,r_123_05,1,9,129,71,1.00,single
1300,r_123_06,0,0,119,90,1.00,single
1301,r_123_07,3,9,116,61,0.99,single
1302,r_123_08,2,0,132,44,1.00,single
1303,r_123_09,5,11,119,69,1.00,single
1304,r_123_10,11,12,128,62,1.00,single
1305,r_123_11,13,0,132,45,0.99,single
1306,r_123_12,5,8,119,58,1.00,single
1307,r_124_01,6,2,100,88,1.00,single
1308,r_124_02,1,2,119,76,1.00,single
1309,r_124_03,2,9,108,80,1.00,single
1310,r_124_04,5,5,105,96,1.00,single
1311,r_124_05,9,10,115,79,1.00,single
1312,r_124_06,3,1,125,70,1.00,single
1313,r_124_07,3,0,102,111,1.00,single
1314,r_124_08,8,2,103,81,1.00,single
1315,r_124_09,0,1,121,83,1.00,single
1316,r_124_10,4,0,120,79,1.00,single
1317,r_124_11,3,3,121,86,1.00,single
1318,r_124_12,3,10,124,75,1.00,single
1319,r_124_13,2,0,121,58,1.00,single
1320,r_124_14,7,2,112,83,1.00,single
1321,r_124_15,2,2,102,88,1.00,single
1322,r_125_01,0,7,116,52,1.00,single
1323,r_126_01,3,2,103,80,1.00,single
1324,r_126_02,5,0,108,85,1.00,single
1325,r_126_03,0,3,101,91,1.00,single
1326,r_126_04,0,10,108,83,1.00,single
1327,r_126_05,8,6,91,88,1.00,single
1328,r_126_06,11,43,97,91,0.89,single
1329,r_126_07,6,3,101,82,0.95,single
1330,r_126_08,12,14,107,83,1.00,single
1331,r_126_09,1,3,125,75,0.98,single
1332,r_126_10,0,0,107,83,0.91,single
1333,r_126_11,2,6,86,75,0.88,single
1334,r_126_12,2,14,100,101,0.98,single
1335,r_126_13,3,13,101,69,0.69,single
1336,r_126_14,10,6,102,68,1.00,single
1337,r_126_15,3,1,101,94,0.90,single
1338,r_126_16,3,2,117,82,1.00,single
1339,r_126_17,0,10,124,53,0.99,single
1340,r_126_18,16,5,126,61,0.98,single
1341,r_126_19,33,28,124,71,0.85,single
1342,r_126_20,3,0,124,75,1.00,single
1343,r_126_21,2,3,120,73,1.00,single
1344,r_126_22,7,5,117,66,0.99,single
1345,r_126_23,1,3,125,64,1.00,single
1346,r_126_24,8,0,113,86,0.82,single
1347,r_126_25,5,0,98,69,0.90,single
1348,r_126_26,22,18,117,60,0.80,single
1349,r_126_27,29,17,117,63,0.79,single
1350,r_126_28,3,16,71,73,0.51,single
1351,r_126_29,10,14,112,100,0.53,single
1352,r_126_30,4,0,112,102,0.99,single
1353,r_126_31,2,10,107,91,0.99,single
1354,r_126_32,0,19,110,107,0.59,single
1355,r_126_33,0,5,126,69,1.00,single
1356,r_126_34,5,22,101,102,0.64,single
1357,r_126_35,2,2,100,72,0.98,single
1358,r_127_01,1,1,119,72,1.00,single
1359,r_127_02,0,14,124,88,1.00,single
1360,r_127_03,1,8,120,65,1.00,single
1361,r_127_04,13,0,92,111,1.00,single
1362,r_127_05,4,10,122,76,1.00,single
1363,r_127_06,7,15,112,75,1.00,single
1364,r_127_07,4,4,106,101,1.00,single
1365,r_127_08,4,13,81,121,1.00,single
1366,r_127_09,1,1,126,65,1.00,single
1367,r_127_10,3,6,123,64,1.00,single
1368,r_127_11,2,0,91,122,1.00,single
1369,r_127_12,2,6,105,99,1.00,single
1370,r_127_13,0,5,125,105,1.00,single
1371,r_127_15,0,1,126,76,1.00,single
1372,r_127_16,1,0,124,92,1.00,single
1373,r_127_17,1,12,124,78,1.00,single
1374,r_128_01,16,5,121,62,1.00,single
1375,r_128_02,5,0,119,69,1.00,single
1376,r_128_03,0,1,126,63,1.00,single
1377,r_128_04,6,0,118,82,1.00,single
1378,r_128_05,4,4,122,76,1.00,single
1379,r_128_06,5,5,122,55,1.00,single
1380,r_130_01,7,11,125,61,1.00,single
1381,r_130_02,6,6,120,54,1.00,single
1382,r_130_03,6,13,117,61,1.00,single
1383,r_130_04,5,0,118,64,1.00,single
1384,r_130_05,5,6,125,68,1.00,single
1385,r_130_06,7,13,121,69,1.00,single
1386,r_130_07,0,7,124,59,1.00,single
1387,r_130_08,4,3,122,64,1.00,single
1388,r_130_09,4,0,123,81,1.00,single
1389,r_130_10,4,2,120,50,1.00,single
1390,r_130_11,2,1,123,57,1.00,single
1391,r_130_12,8,0,103,107,0.99,single
1392,r_130_13,4,6,113,78,1.00,single
1393,r_130_14,6,4,132,57,1.00,single
1394,r_130_15,2,16,132,61,1.00,single
1395,r_130_16,12,8,126,54,1.00,single
1396,r_130_17,1,4,112,68,1.00,single
1397,r_130_18,6,0,123,67,1.00,single
1398,r_130_19,5,3,125,74,1.00,single
1399,r_130_20,5,0,121,59,1.00,single
1400,r_130_21,9,16,117,79,1.00,single
1401,r_130_22,8,1,113,69,1.00,single
1402,r_130_23,3,3,122,47,1.00,single
1403,r_131_01,0,3,115,84,1.00,single
1404,r_131_02,6,2,113,108,1.00,single
1405,r_131_03,9,6,122,84,1.00,single
1406,r_131_04,4,3,119,77,1.00,single
1407,r_132_01,7,1,124,74,1.00,single
1408,r_132_02,5,12,116,83,1.00,single
1409,r_132_03,10,0,116,58,1.00,single
1410,r_132_04,2,2,122,67,1.00,single
1411,r_132_05,3,0,128,60,1.00,single
1412,r_132_06,9,14,120,72,1.00,single
1413,r_132_07,16,5,122,57,0.99,single
1414,r_132_08,6,6,122,54,1.00,single
1415,r_132_09,2,1,121,44,1.00,single
1416,r_132_10,0,10,121,58,1.00,single
1417,r_132_11,3,9,98,72,1.00,single
1418,r_132_12,1,0,120,71,1.00,single
1419,r_132_13,0,10,132,52,0.99,single
1420,r_132_14,0,15,121,65,1.00,single
1421,r_132_15,0,4,114,60,1.00,single
1422,r_134_01,10,6,84,101,1.00,single
1423,r_134_02,9,0,93,98,1.00,single
1424,r_134_03,5,12,84,109,1.00,single
1425,r_134_04,7,0,121,92,1.00,single
1426,r_134_05,1,3,114,104,1.00,single
1427,r_134_06,5,6,104,113,1.00,single
1428,r_136_01,2,2,124,59,1.00,single
1429,r_136_02,6,3,131,53,1.00,single
1430,r_136_03,7,0,114,92,1.00,single
1431,r_136_04,7,0,132,60,1.00,single
1432,r_136_05,1,5,104,80,1.00,single
1433,r_136_06,7,6,116,57,1.00,single
1434,r_136_07,0,8,111,67,1.00,single
1435,r_136_08,1,3,125,88,1.00,single
1436,r_136_09,5,8,119,72,1.00,single
1437,r_136_10,3,4,123,82,1.00,single
1438,r_136_11,2,0,126,44,1.00,single
1439,r_136_12,5,7,115,73,1.00,single
1440,r_136_13,2,4,123,64,1.00,single
1441,r_136_14,6,1,130,67,1.00,single
1442,r_136_15,7,5,122,59,1.00,single
1443,r_136_16,1,7,116,65,1.00,single
1444,r_136_17,1,9,122,68,1.00,single
1445,r_136_18,1,0,101,54,1.00,single
1446,r_137_01,7,11,107,60,1.00,single
1447,r_137_02,0,0,115,54,1.00,single
1448,r_137_03,2,3,122,60,1.00,single
1449,r_137_04,4,4,122,86,0.99,single
1450,r_137_05,11,7,117,57,1.00,single
1451,r_137_06,14,0,97,82,1.00,single
1452,r_137_07,1,3,92,68,1.00,single
1453,r_137_08,2,0,109,57,1.00,single
1454,r_137_09,0,0,120,58,1.00,single
1455,r_137_10,11,0,101,64,1.00,single
1456,r_137_11,0,4,121,64,1.00,single
1457,r_137_12,30,5,62,50,0.69,single
1458,r_137_13,1,8,123,67,1.00,single
1459,r_137_14,0,4,91,62,1.00,single
1460,r_137_15,3,0,121,91,0.97,single
1461,r_137_16,0,2,105,84,1.00,single
1462,r_137_17,3,0,124,57,1.00,single
1463,r_137_18,5,6,120,56,1.00,single
1464,r_137_19,9,4,128,68,1.00,single
1465,r_137_20,0,5,113,83,1.00,single
1466,r_137_21,3,0,120,58,1.00,single
1467,r_139_01,5,2,115,71,1.00,single
1468,r_139_02,3,8,125,76,1.00,single
1469,r_139_03,12,11,115,66,1.00,single
1470,r_139_04,6,12,127,104,1.00,single
1471,r_139_05,6,12,111,72,1.00,single
1472,r_139_06,13,9,126,64,1.00,single
1473,r_139_07,12,8,106,61,1.00,single
1474,r_139_08,14,8,108,70,1.00,single
1475,r_139_09,11,12,109,75,1.00,single
1476,r_139_10,13,13,113,68,1.00,single
1477,r_139_11,12,9,112,82,1.00,single
1478,r_139_12,1,7,130,61,1.00,single
1479,r_140_01,2,4,119,56,1.00,single
1480,r_140_02,0,5,127,55,1.00,single
1481,r_140_03,3,1,117,57,1.00,single
1482,r_140_04,7,7,116,51,0.99,single
1483,r_140_05,0,0,118,63,1.00,single
1484,r_140_06,2,6,120,66,1.00,single
1485,r_141_01,2,4,112,99,1.00,single
1486,r_141_03,1,7,126,72,1.00,single
1487,r_141_04,16,9,110,88,1.00,single
1488,r_141_05,7,10,123,94,1.00,single
1489,r_141_06,2,14,124,102,1.00,single
1490,r_141_07,4,6,131,82,1.00,single
1491,r_141_08,18,9,128,90,1.00,single
1492,r_141_09,0,3,118,80,1.00,single
1493,r_141_10,18,15,108,86,1.00,single
1494,r_142_01,0,1,99,94,1.00,single
1495,r_142_02,4,12,113,123,1.00,single
1496,r_142_03,7,10,117,83,1.00,single
1497,r_142_04,1,4,84,101,1.00,single
1498,r_142_05,9,0,118,68,1.00,single
1499,r_142_06,2,4,111,85,1.00,single
1500,r_142_07,6,3,96,94,1.00,single
1501,r_142_08,4,0,108,86,1.00,single
1502,r_142_09,5,0,105,99,1.00,single
1503,r_142_10,14,8,106,116,1.00,single
1504,r_143_01,10,4,123,76,1.00,single
1505,r_143_02,5,6,124,74,1.00,single
1506,r_143_03,5,5,130,65,1.00,single
1507,r_143_04,7,7,130,59,1.00,single
1508,r_143_05,2,0,122,80,1.00,single
1509,r_143_06,0,5,120,73,1.00,single
1510,r_143_07,0,1,115,85,1.00,single
1511,r_143_08,4,0,121,85,1.00,single
1512,r_143_09,2,4,120,68,1.00,single
1513,r_144_01,2,0,92,88,0.99,single
1514,r_147_01,2,3,118,79,1.00,single
1515,r_147_02,13,5,114,83,1.00,single
1516,r_147_03,10,1,113,78,0.60,single
1517,r_147_04,0,4,124,63,1.00,single
1518,r_147_05,0,4,121,78,1.00,single
1519,r_147_06,0,5,119,71,1.00,single
1520,r_147_07,2,7,107,79,1.00,single
1521,r_147_08,3,0,121,78,1.00,single
1522,r_147_09,0,0,124,97,1.00,single
1523,r_147_10,0,5,115,70,1.00,single
1524,r_147_11,5,4,97,72,1.00,single
1525,r_147_12,0,2,116,76,1.00,single
1526,r_147_13,0,3,123,65,1.00,single
1527,r_148_01,0,6,124,78,1.00,single
1528,r_148_02,0,6,122,65,1.00,single
1529,r_148_03,5,2,120,98,1.00,single
1530,r_148_04,3,7,125,74,1.00,single
1531,r_148_05,2,1,125,83,1.00,single
1532,r_148_06,3,1,122,82,1.00,single
1533,r_148_07,3,0,122,77,1.00,single
1534,r_148_08,4,2,123,88,1.00,single
1535,r_149_01,6,0,100,107,1.00,single
1536,r_149_02,1,0,118,77,1.00,single
1537,r_149_03,3,4,129,84,1.00,single
1538,r_149_04,0,5,124,104,1.00,single
1539,r_149_05,1,0,133,87,1.00,single
1540,r_149_06,0,0,134,96,1.00,single
1541,r_149_07,37,6,121,57,0.98,single
1542,r_149_08,18,9,100,56,0.99,single
1543,r_149_09,3,10,101,99,1.00,single
1544,r_149_10,0,15,48,69,0.94,single
1545,r_149_11,3,1,123,96,1.00,single
1546,r_149_12,7,1,122,88,1.00,single
1547,r_149_13,3,6,125,92,1.00,single
1548,r_149_14,8,5,114,86,1.00,single
1549,r_149_15,13,7,117,78,1.00,single
1550,r_149_16,6,0,121,93,1.00,single
1551,r_149_17,1,2,132,68,1.00,single
1552,r_149_18,1,3,123,83,1.00,single
1553,r_149_19,3,6,125,110,1.00,single
1554,r_149_20,7,2,121,100,1.00,single
1555,r_149_21,6,3,129,73,1.00,single
1556,r_149_22,1,7,115,100,1.00,single
1557,r_149_23,0,5,131,75,1.00,single
1558,r_149_24,0,0,124,83,1.00,single
1559,r_149_25,0,0,125,69,1.00,single
1560,r_149_26,0,4,124,83,1.00,single
1561,r_149_27,0,2,125,86,1.00,single
1562,r_149_28,3,9,132,96,1.00,single
1563,r_149_29,2,6,122,89,1.00,single
1564,r_149_30,36,15,88,83,0.90,single
1565,r_149_31,31,7,81,73,0.98,single
1566,r_149_32,0,0,117,105,1.00,single
1567,r_149_33,4,0,121,111,1.00,single
1568,r_149_34,0,1,124,96,1.00,single
1569,r_149_35,2,0,115,116,0.99,single
1570,r_149_36,0,0,124,114,1.00,single
1571,r_149_37,3,3,121,85,1.00,single
1572,r_149_38,7,4,134,93,1.00,single
1573,r_149_39,0,0,126,87,1.00,single
1574,r_149_40,1,0,132,94,1.00,single
1575,r_149_41,3,0,116,91,1.00,single
1576,r_149_42,0,0,116,106,1.00,single
1577,r_149_43,24,5,122,86,0.98,single
1578,r_149_44,8,9,62,95,0.92,single
1579,r_149_45,0,0,96,85,0.96,single
1580,r_149_46,4,2,59,63,0.93,single
1581,r_149_48,14,0,126,126,1.00,single
1582,r_149_49,0,3,127,85,1.00,single
1583,r_149_50,4,0,123,92,1.00,single
1584,r_150_01,14,18,98,96,1.00,single
1585,r_150_02,5,11,104,97,1.00,single
1586,r_150_03,2,14,53,107,0.68,single
1587,r_150_04,6,5,92,93,1.00,single
1588,r_150_05,13,8,94,106,1.00,single
1589,r_150_06,4,4,101,98,1.00,single
1590,r_150_07,6,12,99,80,1.00,single
1591,r_150_08,13,14,101,79,1.00,single
1592,r_150_09,4,3,101,79,1.00,single
1593,r_150_10,19,12,114,93,1.00,single
1594,r_150_11,8,14,97,93,1.00,single
1595,r_150_12,4,7,104,95,1.00,single
1596,r_150_13,0,0,54,118,0.99,single
1597,r_150_14,1,13,100,93,1.00,single
1598,r_150_15,1,7,88,116,1.00,single
1599,r_150_16,3,8,98,87,1.00,single
1600,r_151_01,5,3,126,70,1.00,single
1601,r_151_02,4,8,115,95,1.00,single
1602,r_151_03,4,4,131,68,1.00,single
1603,r_151_04,5,4,129,72,1.00,single
1604,r_151_05,3,4,120,101,1.00,single
1605,r_151_06,9,14,112,86,1.00,single
1606,r_151_07,6,7,119,93,1.00,single
1607,r_151_08,13,2,132,102,1.00,single
1608,r_151_09,9,17,112,86,1.00,single
1609,r_151_10,7,10,110,91,1.00,single
1610,r_152_01,0,2,124,97,1.00,single
1611,r_152_02,1,6,116,97,1.00,single
1612,r_152_03,6,3,131,65,1.00,single
1613,r_152_04,4,0,132,91,1.00,single
1614,r_153_01,4,4,111,114,1.00,single
1615,r_153_02,4,0,105,117,1.00,single
1616,r_153_03,8,1,120,96,1.00,single
1617,r_153_04,7,2,107,111,1.00,single
1618,r_153_05,6,6,116,98,1.00,single
1619,r_153_06,4,10,112,107,1.00,single
1620,r_153_07,6,4,108,101,1.00,single
1621,r_153_08,28,10,107,114,1.00,single
1622,r_153_09,6,3,98,117,1.00,single
1623,r_153_10,8,0,101,109,1.00,single
1624,r_153_11,2,2,116,108,1.00,single
1625,r_154_01,4,11,106,81,1.00,single
1626,r_154_02,7,1,96,86,1.00,single
1627,r_154_03,3,1,105,73,1.00,single
1628,r_154_04,7,9,91,88,1.00,single
1629,r_154_05,11,7,93,111,1.00,single
1630,r_154_06,7,6,112,83,1.00,single
1631,r_154_07,6,4,96,86,1.00,single
1632,r_154_08,0,0,105,95,1.00,single
1633,r_154_09,0,2,98,79,1.00,single
1634,r_154_10,4,2,104,75,1.00,single
1635,r_154_11,7,11,98,89,1.00,single
1636,r_154_12,0,5,108,79,1.00,single
1637,r_154_13,13,22,82,92,1.00,single
1638,r_154_14,0,5,106,87,1.00,single
1639,r_155_01,6,1,122,81,1.00,single
1640,r_155_02,7,7,104,69,1.00,single
1641,r_155_03,5,9,124,70,1.00,single
1642,r_155_04,1,8,122,60,1.00,single
1643,r_155_05,0,6,120,101,1.00,single
1644,r_155_06,1,2,123,57,1.00,single
1645,r_155_07,6,10,114,73,1.00,single
1646,r_155_08,10,8,119,76,1.00,single
1647,r_155_09,7,12,116,72,1.00,single
1648,r_156_01,4,0,125,76,1.00,single
1649,r_156_02,12,3,114,82,1.00,single
1650,r_156_03,3,1,125,96,1.00,single
1651,r_156_04,2,3,123,85,1.00,single
1652,r_157_01,4,4,129,54,1.00,single
1653,r_157_02,3,2,121,66,1.00,single
1654,r_157_03,0,2,131,60,1.00,single
1655,r_157_04,4,8,115,73,1.00,single
1656,r_157_05,6,15,77,60,0.95,single
1657,r_157_06,5,4,101,63,1.00,single
1658,r_157_07,0,3,124,74,1.00,single
1659,r_157_08,0,2,123,60,1.00,single
1660,r_157_09,2,0,128,51,1.00,single
1661,r_157_10,1,2,120,59,1.00,single
1662,r_157_11,0,9,128,59,1.00,single
1663,r_157_12,6,0,132,57,1.00,single
1664,r_157_13,0,1,132,60,1.00,single
1665,r_157_14,4,3,123,57,1.00,single
1666,r_157_15,8,3,119,56,1.00,single
1667,r_157_16,1,2,121,66,1.00,single
1668,r_157_17,0,1,107,73,1.00,single
1669,r_158_01,0,5,125,77,1.00,single
1670,r_158_02,1,0,132,81,1.00,single
1671,r_158_03,1,2,133,64,1.00,single
1672,r_158_04,3,0,124,51,1.00,single
1673,r_158_05,3,0,133,42,1.00,single
1674,r_158_06,4,5,124,49,1.00,single
1675,r_158_07,1,0,134,72,1.00,single
1676,r_158_08,1,6,131,62,1.00,single
1677,r_158_09,0,3,108,115,1.00,single
1678,r_158_10,4,0,116,112,1.00,single
1679,r_158_11,2,6,111,113,1.00,single
1680,r_158_12,0,5,125,74,1.00,single
1681,r_158_13,4,0,114,118,1.00,single
1682,r_158_14,0,1,106,116,1.00,single
1683,r_158_15,2,4,104,115,1.00,single
1684,r_158_16,3,13,124,64,1.00,single
1685,r_160_01,9,4,114,75,1.00,single
1686,r_160_02,15,14,100,81,1.00,single
1687,r_160_03,4,6,106,85,1.00,single
1688,r_160_04,4,8,107,78,1.00,single
1689,r_160_05,2,8,106,80,1.00,single
1690,r_160_06,1,13,123,67,1.00,single
1691,r_160_07,12,14,116,69,0.98,single
1692,r_160_08,10,11,110,72,1.00,single
1693,r_160_09,17,16,106,83,1.00,single
1694,r_160_10,0,2,112,81,1.00,single
1695,r_162_01,0,3,120,64,1.00,single
1696,r_162_02,6,3,120,87,1.00,single
1697,r_162_03,4,3,122,66,1.00,single
1698,r_162_04,13,0,133,52,1.00,single
1699,r_162_05,0,3,123,77,1.00,single
1700,r_162_06,0,1,125,66,1.00,single
1701,r_162_07,4,4,128,59,1.00,single
1702,r_162_08,13,3,118,51,1.00,single
1703,r_162_09,6,9,125,87,1.00,single
1704,r_162_10,3,3,124,88,1.00,single
1705,r_162_11,3,2,95,112,1.00,single
1706,r_162_12,4,6,124,60,1.00,single
1707,r_162_13,3,11,127,82,1.00,single
1708,r_162_14,0,4,117,84,1.00,single
1709,r_162_15,3,5,121,74,1.00,single
1710,r_162_16,2,3,123,53,1.00,single
1711,r_163_01,1,4,125,56,1.00,single
1712,r_163_03,0,10,131,62,1.00,single
1713,r_163_04,4,5,115,71,1.00,single
1714,r_163_05,0,5,124,72,1.00,single
1715,r_163_06,4,5,115,87,1.00,single
1716,r_163_07,0,0,126,59,1.00,single
1717,r_163_08,4,4,117,60,1.00,single
1718,r_163_09,5,6,131,66,1.00,single
1719,r_163_10,1,5,132,69,1.00,single
1720,r_163_11,3,1,123,75,1.00,single
1721,r_164_01,7,5,114,61,1.00,single
1722,r_164_02,7,6,114,73,1.00,single
1723,r_165_01,0,1,122,72,1.00,single
1724,r_166_01,0,0,131,48,1.00,single
1725,r_166_02,0,0,128,48,1.00,single
1726,r_166_03,3,0,88,50,1.00,single
1727,r_166_04,0,4,144,66,1.00,single
1728,r_166_05,1,0,125,48,1.00,single
1729,r_167_01,0,0,112,45,1.00,single
1730,r_167_02,4,5,126,62,1.00,single
1731,r_167_03,8,16,107,53,0.98,single
1732,r_167_04,5,6,120,61,1.00,single
1733,r_167_05,0,3,131,54,1.00,single
1734,r_167_06,4,6,122,46,1.00,single
1735,r_167_07,5,2,124,52,1.00,single
1736,r_167_08,0,2,130,61,1.00,single
1737,r_167_09,4,0,119,57,1.00,single
1738,r_167_10,1,4,122,52,1.00,single
1739,r_167_11,2,4,100,57,1.00,single
1740,r_167_12,5,0,122,48,1.00,single
1741,r_167_13,4,0,125,42,1.00,single
1742,r_167_14,3,5,128,52,1.00,single
1743,r_167_15,1,2,118,55,1.00,single
1744,r_168_01,2,2,125,59,1.00,single
1745,r_168_02,5,1,105,84,0.98,single
1746,r_168_03,0,0,126,51,1.00,single
1747,r_168_04,0,0,114,56,1.00,single
1748,r_168_05,1,8,116,76,1.00,single
1749,r_168_06,0,0,121,65,1.00,single
1750,r_168_07,1,5,122,90,1.00,single
1751,r_168_08,0,5,107,67,0.99,single
1752,r_168_09,1,4,122,67,1.00,single
1753,r_168_10,1,2,125,73,1.00,single
1754,r_168_11,0,4,125,54,1.00,single
1755,r_168_12,1,2,124,60,1.00,single
1756,r_168_13,3,1,125,62,1.00,single
1757,r_168_14,0,1,123,59,1.00,single
1758,r_168_15,8,3,123,55,1.00,single
1759,r_168_16,7,1,123,65,1.00,single
1760,r_168_17,0,0,126,84,1.00,single
1761,r_168_18,1,2,124,46,1.00,single
1762,r_168_19,0,0,120,53,1.00,single
1763,r_168_20,0,4,122,68,1.00,single
1764,r_168_21,2,0,132,53,1.00,single
1765,r_168_22,1,0,119,42,1.00,single
1766,r_168_23,5,0,123,86,1.00,single
1767,r_168_24,2,4,126,54,1.00,single
1768,r_168_25,0,6,120,82,1.00,single
1769,r_168_26,1,4,121,76,1.00,single
1770,r_168_27,0,0,134,67,1.00,single
1771,r_168_28,0,3,125,71,1.00,single
1772,r_168_29,3,5,128,64,1.00,single
1773,r_168_30,1,7,126,68,1.00,single
1774,r_169_01,10,2,119,46,1.00,single
1775,r_169_02,19,5,119,52,1.00,single
1776,r_170_01,2,6,129,46,1.00,single
1777,r_170_02,6,3,118,50,1.00,single
1778,r_170_03,4,6,126,58,1.00,single
1779,r_170_04,3,1,113,96,1.00,single
1780,r_170_05,2,5,122,67,0.99,single
1781,r_170_06,7,5,119,56,1.00,single
1782,r_170_07,2,3,119,79,1.00,single
1783,r_170_08,2,10,129,56,1.00,single
1784,r_170_09,4,2,125,62,1.00,single
1785,r_170_10,2,0,106,44,1.00,single
1786,r_170_11,0,5,122,70,1.00,single
1787,r_170_12,11,21,99,57,0.99,single
1788,r_171_01,4,2,97,89,1.00,single
1789,r_171_02,4,0,122,91,1.00,single
1790,r_173_01,3,8,127,68,1.00,single
1791,r_173_02,4,3,124,65,1.00,single
1792,r_173_03,8,8,117,76,1.00,single
1793,r_173_04,0,9,120,64,1.00,single
1794,r_173_05,8,10,110,66,1.00,single
1795,r_173_06,6,12,105,74,1.00,single
1796,r_173_07,3,0,131,57,1.00,single
1797,r_173_08,13,7,116,53,1.00,single
1798,r_173_09,4,13,104,76,1.00,single
1799,r_173_10,1,5,122,64,1.00,single
1800,r_173_11,4,2,120,57,1.00,single
1801,r_173_12,2,3,118,64,1.00,single
1802,r_173_13,1,4,113,72,1.00,single
1803,r_173_14,0,5,122,58,1.00,single
1804,r_173_15,10,6,101,77,1.00,single
1805,r_173_16,1,2,123,70,1.00,single
1806,r_173_17,8,3,122,68,1.00,single
1807,r_173_18,8,0,127,48,1.00,single
1808,r_173_19,6,4,118,51,1.00,single
1809,r_173_20,3,0,122,77,1.00,single
1810,r_173_21,6,6,121,60,1.00,single
1811,r_174_01,3,5,112,65,0.97,single
1812,r_174_02,0,8,116,52,1.00,single
1813,r_174_03,0,8,124,53,1.00,single
1814,r_174_04,5,10,116,60,1.00,single
1815,r_174_05,5,8,124,52,1.00,single
1816,r_174_06,2,3,122,65,1.00,single
1817,r_174_07,5,7,114,65,1.00,single
1818,r_174_08,11,7,122,54,1.00,single
1819,r_174_09,3,6,129,58,1.00,single
1820,r_174_10,2,1,119,59,1.00,single
1821,r_174_11,0,0,131,53,1.00,single
1822,r_174_12,0,6,119,57,1.00,single
1823,r_175_01,0,14,121,83,1.00,single
1824,r_175_02,3,4,123,58,1.00,single
1825,r_175_03,0,6,122,55,1.00,single
1826,r_175_04,0,2,119,95,1.00,single
1827,r_175_05,3,8,125,88,1.00,single
1828,r_175_06,8,19,121,92,1.00,single
1829,r_175_07,2,16,126,95,1.00,single
1830,r_175_08,1,4,122,91,1.00,single
1831,r_175_09,0,1,126,97,1.00,single
1832,r_175_10,2,16,119,87,1.00,single
1833,r_175_11,0,0,114,85,1.00,single
1834,r_175_12,48,11,105,63,0.61,single
1835,r_176_01,1,5,132,63,1.00,single
1836,r_176_02,8,4,112,59,1.00,single
1837,r_176_03,3,11,124,70,1.00,single
1838,r_176_04,1,5,117,62,1.00,single
1839,r_176_05,0,9,121,67,1.00,single
1840,r_176_06,1,3,125,64,1.00,single
1841,r_176_07,2,10,120,71,1.00,single
1842,r_176_08,5,2,114,79,1.00,single
1843,r_176_09,3,1,123,63,1.00,single
1844,r_176_10,0,4,121,94,1.00,single
